customer_id,call_duration,monthly_data_usage,contract_length,churn
C00402,"[2, 19, 4, 58, 6, 49, 57, 37, 28, 30, 7, 9, 25, 33, 1, 51, 6, 18, 10, 28, 11, 33, 1, 13, 37, 20, 1, 52, 3, 18]",28.48,12,0
C00403,"[41, 14, 31, 27, 17, 55, 46, 29, 36, 37, 26, 53, 17, 22, 25, 2, 55, 22, 5, 4, 36, 6, 52, 21, 13, 54, 37, 55, 25, 26]",0.79,11,0
C00404,"[55, 39, 20, 33, 14, 56, 36, 17, 21, 46, 16, 46, 16, 56, 20, 29, 28, 8, 24, 3, 25, 19, 33, 2, 15, 22, 10, 18, 22, 46]",11.17,13,0
C00405,"[49, 27, 13, 33, 5, 26, 13, 27, 57, 14, 24, 3, 47, 51, 49, 30, 35, 48, 14, 12, 28, 44, 29, 43, 17, 40, 49, 21, 57, 23]",1.73,35,1
C00406,"[20, 11, 57, 57, 34, 10, 10, 43, 6, 36, 24, 12, 43, 55, 23, 27, 58, 57, 45, 37, 6, 1, 6, 50, 22, 41, 24, 25, 15, 26]",37.85,27,0
C00407,"[8, 51, 24, 48, 38, 6, 54, 35, 42, 1, 46, 36, 58, 12, 38, 11, 12, 42, 50, 39, 7, 11, 36, 52, 31, 33, 13, 18, 41, 58]",7.71,25,0
C00408,"[56, 24, 9, 31, 55, 41, 10, 2, 38, 15, 3, 43, 31, 6, 3, 56, 11, 15, 45, 52, 28, 10, 38, 47, 57, 50, 50, 7, 15, 18]",43.52,3,0
C00409,"[18, 52, 41, 24, 2, 40, 20, 34, 43, 26, 7, 38, 30, 42, 5, 11, 1, 34, 56, 1, 19, 2, 21, 20, 23, 21, 24, 4, 12, 22]",32.34,25,1
C00410,"[20, 18, 1, 30, 33, 24, 14, 36, 5, 11, 24, 31, 55, 13, 16, 24, 13, 24, 54, 26, 2, 16, 38, 46, 1, 49, 11, 51, 35, 43]",11.86,10,0
C00411,"[29, 37, 17, 58, 54, 39, 42, 28, 29, 43, 3, 52, 10, 59, 42, 14, 12, 47, 42, 30, 32, 32, 42, 32, 26, 51, 1, 56, 58, 42]",8.31,17,0
C00412,"[2, 17, 30, 56, 39, 7, 52, 27, 9, 22, 34, 46, 49, 1, 9, 20, 53, 19, 36, 40, 45, 4, 9, 41, 22, 18, 12, 42, 43, 39]",31.57,3,0
C00413,"[9, 6, 19, 48, 47, 7, 16, 5, 16, 1, 51, 37, 39, 19, 54, 37, 17, 26, 22, 8, 33, 2, 30, 47, 20, 18, 43, 57, 10, 24]",45.09,22,0
C00414,"[56, 4, 37, 4, 13, 25, 13, 18, 59, 24, 2, 48, 33, 58, 19, 9, 28, 35, 57, 39, 10, 1, 42, 21, 9, 47, 15, 35, 57, 5]",36.06,14,0
C00415,"[41, 58, 22, 41, 23, 7, 56, 23, 44, 25, 27, 41, 6, 55, 34, 9, 49, 33, 51, 6, 37, 31, 34, 41, 29, 58, 14, 36, 36, 53]",17.75,27,1
C00416,"[15, 8, 26, 36, 48, 21, 28, 4, 16, 22, 12, 16, 51, 40, 38, 42, 37, 29, 18, 10, 42, 39, 18, 1, 39, 21, 1, 15, 4, 20]",29.58,20,0
C00417,"[10, 23, 41, 34, 46, 48, 33, 34, 39, 10, 54, 20, 1, 13, 1, 5, 16, 15, 49, 28, 31, 23, 48, 45, 43, 17, 49, 34, 13, 14]",15.88,18,0
C00418,"[11, 28, 42, 32, 35, 59, 31, 17, 47, 9, 10, 8, 21, 13, 59, 50, 5, 6, 30, 31, 17, 11, 20, 48, 9, 2, 37, 1, 4, 36]",49.96,13,0
C00419,"[54, 58, 25, 3, 9, 22, 23, 12, 10, 34, 43, 10, 30, 22, 6, 50, 2, 30, 2, 32, 42, 16, 12, 1, 53, 8, 48, 50, 13, 15]",37.57,6,0
C00420,"[53, 44, 8, 10, 46, 5, 50, 19, 47, 38, 59, 11, 53, 43, 20, 20, 21, 18, 57, 50, 10, 34, 26, 30, 9, 46, 51, 31, 42, 55]",30.91,10,0
C00421,"[4, 6, 14, 4, 26, 47, 48, 39, 17, 19, 51, 49, 6, 29, 11, 16, 30, 25, 40, 11, 7, 26, 56, 22, 25, 19, 31, 26, 42, 41]",21.45,29,0
C00422,"[36, 23, 47, 13, 25, 2, 2, 16, 9, 28, 13, 35, 41, 13, 31, 21, 32, 54, 34, 8, 59, 41, 48, 2, 38, 32, 54, 40, 58, 28]",31.1,6,0
C00423,"[37, 41, 1, 41, 10, 55, 4, 35, 10, 47, 11, 14, 38, 12, 45, 17, 16, 35, 2, 11, 41, 3, 29, 18, 20, 47, 14, 34, 49, 54]",17.41,11,0
C00424,"[31, 58, 40, 42, 58, 18, 30, 25, 19, 8, 28, 8, 31, 3, 3, 44, 22, 17, 36, 17, 14, 51, 9, 30, 21, 12, 37, 32, 11, 20]",1.93,25,0
C00425,"[35, 53, 47, 46, 11, 52, 8, 4, 27, 44, 40, 38, 47, 30, 44, 48, 48, 27, 21, 52, 20, 4, 11, 13, 9, 4, 12, 9, 13, 48]",20.06,30,0
C00426,"[26, 38, 42, 13, 39, 28, 58, 19, 24, 19, 49, 13, 13, 58, 28, 53, 2, 10, 22, 13, 58, 9, 33, 14, 48, 20, 15, 32, 33, 17]",46.56,20,0
C00427,"[24, 30, 13, 59, 47, 48, 16, 2, 17, 32, 43, 8, 52, 3, 12, 20, 16, 14, 16, 59, 53, 49, 43, 49, 51, 54, 33, 30, 59, 12]",31.5,16,0
C00428,"[15, 18, 28, 23, 14, 30, 33, 45, 15, 7, 15, 52, 42, 46, 38, 46, 56, 57, 54, 44, 11, 29, 31, 25, 52, 54, 24, 57, 19, 2]",4.66,31,0
C00429,"[22, 20, 33, 8, 25, 46, 9, 34, 57, 23, 5, 55, 25, 8, 16, 54, 48, 45, 52, 15, 1, 22, 3, 38, 54, 14, 36, 18, 47, 41]",44.31,29,0
C00430,"[18, 3, 10, 49, 39, 47, 1, 27, 57, 27, 11, 49, 5, 7, 19, 57, 56, 29, 15, 35, 47, 37, 55, 12, 30, 20, 37, 3, 9, 58]",13.81,6,0
C00431,"[41, 39, 26, 2, 23, 23, 59, 21, 16, 9, 13, 28, 27, 51, 52, 17, 38, 36, 1, 18, 51, 9, 13, 40, 55, 45, 15, 43, 44, 46]",12.57,29,0
C00432,"[4, 33, 24, 36, 51, 41, 10, 36, 20, 41, 45, 44, 11, 12, 18, 30, 44, 48, 37, 20, 25, 12, 21, 25, 11, 9, 50, 25, 35, 52]",15.21,32,0
C00433,"[32, 49, 14, 1, 17, 25, 59, 8, 5, 5, 41, 35, 19, 23, 9, 54, 30, 50, 16, 33, 2, 14, 46, 1, 26, 58, 25, 16, 15, 26]",29.07,9,0
C00434,"[47, 44, 16, 14, 29, 24, 47, 55, 15, 19, 8, 34, 2, 27, 10, 35, 23, 49, 8, 28, 23, 4, 14, 53, 42, 29, 1, 4, 32, 33]",27.46,23,0
C00435,"[49, 26, 17, 39, 23, 32, 52, 15, 13, 2, 19, 24, 45, 24, 11, 59, 22, 15, 10, 41, 27, 9, 52, 28, 1, 17, 31, 44, 10, 37]",24.82,16,0
C00436,"[29, 18, 47, 38, 39, 49, 6, 40, 12, 53, 14, 44, 55, 10, 54, 20, 15, 31, 7, 58, 41, 10, 10, 48, 39, 28, 30, 37, 55, 3]",36.02,18,0
C00437,"[50, 43, 15, 21, 52, 37, 56, 12, 4, 47, 9, 39, 42, 28, 23, 45, 40, 44, 22, 24, 51, 58, 26, 30, 33, 16, 22, 49, 57, 50]",16.17,19,0
C00438,"[43, 18, 7, 50, 26, 8, 6, 30, 39, 23, 32, 22, 42, 43, 57, 45, 9, 31, 7, 9, 13, 58, 3, 35, 33, 21, 31, 52, 34, 32]",39.21,2,0
C00439,"[57, 35, 15, 56, 32, 6, 45, 21, 33, 32, 52, 19, 33, 28, 31, 21, 54, 34, 15, 14, 19, 43, 15, 6, 52, 9, 37, 20, 34, 38]",9.18,10,0
C00440,"[26, 18, 28, 55, 51, 9, 32, 59, 53, 56, 59, 6, 14, 28, 58, 24, 13, 43, 12, 51, 19, 21, 27, 58, 19, 24, 26, 45, 28, 46]",39.24,12,0
C00441,"[56, 18, 44, 36, 42, 29, 17, 4, 44, 45, 59, 29, 4, 10, 25, 31, 3, 47, 2, 57, 25, 49, 6, 26, 8, 35, 27, 25, 18, 54]",33.36,18,0
C00442,"[1, 48, 39, 3, 55, 4, 41, 37, 51, 15, 8, 38, 50, 19, 56, 47, 26, 39, 10, 38, 14, 49, 41, 19, 30, 5, 55, 31, 7, 19]",34.32,19,0
C00443,"[31, 52, 58, 39, 24, 34, 57, 23, 48, 45, 40, 6, 38, 41, 36, 27, 11, 5, 57, 17, 52, 7, 27, 47, 57, 15, 46, 13, 11, 45]",24.34,27,0
C00444,"[26, 22, 28, 24, 29, 9, 42, 4, 49, 46, 56, 18, 43, 16, 33, 29, 39, 10, 9, 59, 31, 28, 57, 3, 54, 55, 14, 58, 25, 15]",33.52,14,0
C00445,"[2, 24, 14, 48, 7, 36, 50, 24, 27, 37, 38, 30, 27, 39, 15, 26, 1, 56, 4, 29, 57, 1, 43, 50, 46, 22, 11, 10, 59, 17]",4.45,34,1
C00446,"[36, 56, 47, 26, 48, 21, 13, 9, 11, 11, 6, 1, 54, 6, 13, 22, 56, 31, 22, 37, 47, 27, 50, 52, 14, 47, 58, 5, 58, 36]",42.65,2,0
C00447,"[32, 34, 7, 42, 48, 10, 50, 17, 30, 21, 13, 1, 1, 47, 33, 38, 25, 26, 13, 59, 28, 33, 37, 41, 30, 57, 49, 48, 8, 49]",3.25,33,0
C00448,"[47, 56, 1, 12, 5, 24, 6, 25, 1, 25, 1, 32, 42, 42, 3, 49, 19, 43, 29, 50, 2, 9, 56, 17, 46, 36, 17, 49, 12, 20]",7.86,19,0
C00449,"[50, 3, 43, 57, 50, 4, 17, 50, 37, 46, 42, 15, 33, 16, 11, 55, 20, 38, 24, 54, 16, 30, 34, 1, 24, 24, 9, 22, 12, 17]",29.05,27,0
C00450,"[25, 28, 15, 30, 51, 27, 22, 10, 58, 31, 27, 12, 46, 31, 32, 32, 41, 59, 45, 35, 53, 46, 21, 10, 16, 7, 4, 27, 52, 55]",37.1,30,0
C00451,"[25, 31, 11, 48, 20, 36, 54, 54, 55, 17, 45, 11, 30, 35, 41, 38, 22, 53, 43, 48, 51, 27, 37, 46, 49, 35, 4, 16, 16, 21]",4.27,7,0
C00452,"[26, 57, 36, 19, 58, 17, 45, 26, 22, 55, 58, 56, 28, 1, 44, 36, 43, 37, 2, 17, 40, 38, 21, 9, 13, 11, 16, 16, 59, 2]",46.08,27,0
C00453,"[42, 44, 8, 43, 42, 13, 57, 17, 39, 24, 3, 30, 52, 13, 19, 7, 9, 19, 45, 54, 40, 22, 18, 23, 2, 50, 50, 11, 31, 33]",48.69,21,0
C00454,"[14, 16, 11, 33, 7, 31, 48, 46, 47, 14, 28, 53, 43, 16, 19, 17, 59, 26, 6, 43, 49, 9, 50, 17, 31, 12, 23, 54, 54, 5]",30.49,7,0
C00455,"[43, 36, 59, 36, 3, 58, 24, 55, 57, 17, 39, 26, 4, 55, 45, 12, 1, 21, 19, 21, 52, 18, 43, 52, 3, 49, 44, 32, 10, 40]",24.32,25,0
C00456,"[15, 5, 4, 58, 28, 53, 52, 51, 53, 4, 15, 17, 44, 3, 10, 47, 42, 56, 23, 18, 1, 35, 53, 58, 31, 59, 44, 1, 3, 3]",37.2,18,0
C00457,"[37, 19, 29, 25, 33, 36, 29, 58, 26, 4, 49, 14, 50, 27, 33, 22, 48, 3, 23, 21, 41, 23, 4, 21, 37, 43, 31, 21, 26, 41]",16.75,33,0
C00458,"[58, 35, 38, 24, 11, 41, 29, 47, 55, 3, 1, 52, 54, 19, 46, 49, 22, 14, 49, 57, 59, 14, 44, 16, 33, 13, 38, 49, 12, 55]",24.92,33,1
C00459,"[51, 38, 39, 33, 33, 29, 5, 6, 31, 16, 31, 25, 48, 46, 33, 13, 52, 10, 24, 10, 41, 31, 13, 3, 59, 50, 52, 34, 49, 28]",45.85,32,0
C00460,"[19, 23, 45, 32, 13, 33, 34, 33, 56, 5, 56, 3, 7, 24, 22, 45, 23, 30, 18, 32, 56, 53, 7, 33, 5, 49, 28, 8, 15, 52]",47.8,25,1
C00461,"[4, 34, 5, 33, 57, 5, 38, 34, 58, 26, 1, 4, 39, 54, 26, 33, 33, 8, 20, 16, 21, 45, 55, 56, 26, 23, 18, 31, 52, 42]",46.39,14,0
C00462,"[12, 1, 42, 9, 3, 51, 26, 9, 42, 51, 16, 24, 50, 14, 3, 34, 33, 50, 24, 9, 13, 2, 7, 48, 21, 19, 25, 47, 22, 11]",13.49,4,0
C00463,"[33, 32, 21, 39, 20, 8, 42, 37, 9, 25, 25, 33, 2, 19, 46, 20, 42, 41, 42, 29, 6, 17, 25, 38, 4, 30, 20, 3, 23, 51]",12.01,18,0
C00464,"[18, 26, 56, 36, 8, 17, 31, 37, 45, 57, 33, 27, 45, 4, 22, 26, 32, 24, 46, 35, 37, 32, 7, 33, 31, 55, 12, 11, 24, 8]",15.23,10,0
C00465,"[32, 57, 38, 22, 34, 19, 52, 20, 56, 14, 33, 10, 16, 4, 27, 28, 43, 16, 59, 52, 33, 48, 19, 21, 22, 9, 9, 9, 27, 17]",22.34,35,0
C00466,"[44, 57, 45, 8, 16, 18, 59, 33, 1, 12, 6, 41, 55, 5, 59, 16, 18, 49, 18, 1, 19, 54, 8, 3, 58, 25, 58, 5, 55, 40]",16.05,35,0
C00467,"[19, 18, 50, 53, 31, 33, 47, 18, 57, 39, 16, 16, 47, 38, 41, 7, 14, 43, 53, 48, 25, 32, 38, 22, 59, 16, 52, 29, 16, 12]",19.02,23,1
C00468,"[17, 37, 27, 25, 13, 8, 56, 5, 12, 41, 3, 35, 33, 57, 22, 50, 56, 44, 9, 41, 18, 50, 29, 39, 27, 36, 45, 17, 56, 34]",31.22,25,0
C00469,"[46, 3, 5, 14, 3, 23, 39, 30, 50, 45, 23, 27, 54, 10, 25, 13, 16, 41, 34, 55, 37, 22, 17, 23, 54, 36, 49, 9, 52, 2]",38.25,1,0
C00470,"[32, 56, 50, 53, 59, 22, 43, 13, 8, 59, 1, 17, 12, 4, 53, 13, 31, 41, 59, 7, 23, 24, 5, 5, 17, 30, 9, 6, 25, 19]",36.91,18,0
C00471,"[16, 21, 2, 10, 16, 37, 15, 13, 13, 32, 45, 47, 46, 8, 43, 18, 56, 36, 26, 10, 31, 33, 29, 5, 13, 1, 23, 40, 3, 3]",40.81,15,0
C00472,"[7, 36, 35, 15, 40, 3, 29, 30, 39, 18, 11, 43, 49, 38, 40, 1, 29, 10, 28, 57, 31, 19, 3, 36, 43, 15, 33, 41, 43, 51]",2.09,25,0
C00473,"[45, 26, 16, 36, 33, 20, 13, 33, 5, 37, 14, 27, 23, 14, 40, 4, 39, 52, 19, 47, 54, 4, 30, 19, 31, 31, 9, 53, 13, 14]",2.86,32,0
C00474,"[55, 46, 54, 10, 48, 31, 37, 23, 27, 6, 26, 2, 45, 13, 51, 50, 19, 1, 40, 32, 22, 48, 29, 2, 40, 38, 48, 55, 11, 17]",39.57,20,1
C00475,"[55, 51, 43, 8, 22, 4, 11, 8, 9, 26, 2, 16, 31, 6, 53, 21, 26, 59, 19, 28, 8, 14, 24, 48, 44, 37, 56, 26, 31, 56]",26.89,17,0
C00476,"[51, 32, 50, 41, 2, 25, 52, 44, 2, 42, 1, 36, 57, 12, 9, 36, 41, 28, 38, 33, 42, 46, 22, 25, 18, 6, 18, 52, 16, 15]",29.12,11,0
C00477,"[48, 8, 13, 55, 43, 57, 7, 17, 50, 32, 22, 55, 51, 57, 13, 47, 23, 54, 29, 22, 1, 29, 48, 5, 58, 35, 55, 10, 19, 37]",3.1,13,0
C00478,"[7, 46, 35, 45, 13, 10, 2, 6, 8, 36, 25, 44, 47, 40, 7, 46, 23, 19, 46, 22, 13, 21, 1, 59, 19, 33, 4, 42, 3, 27]",13.14,25,1
C00479,"[52, 41, 35, 28, 6, 6, 55, 57, 44, 23, 33, 16, 24, 5, 41, 42, 13, 47, 12, 5, 37, 31, 28, 28, 30, 18, 44, 27, 35, 26]",32.1,20,0
C00480,"[57, 39, 49, 51, 18, 33, 25, 56, 31, 37, 59, 2, 33, 39, 43, 43, 32, 18, 17, 34, 39, 7, 42, 54, 53, 35, 30, 12, 35, 11]",43.03,25,1
C00481,"[44, 57, 4, 25, 48, 32, 20, 50, 31, 4, 54, 38, 53, 47, 1, 3, 37, 22, 17, 14, 41, 35, 58, 13, 35, 43, 2, 56, 47, 13]",45.89,31,0
C00482,"[51, 54, 16, 18, 7, 45, 36, 41, 30, 42, 41, 7, 15, 40, 19, 43, 37, 2, 42, 48, 55, 13, 40, 41, 43, 43, 55, 58, 31, 16]",25.27,1,0
C00483,"[42, 56, 44, 57, 6, 28, 32, 44, 10, 50, 18, 4, 9, 7, 50, 8, 43, 7, 41, 40, 3, 17, 2, 15, 46, 29, 50, 48, 52, 22]",27.5,16,0
C00484,"[4, 57, 52, 6, 38, 26, 11, 26, 17, 24, 28, 35, 31, 13, 54, 35, 16, 15, 43, 18, 47, 37, 48, 48, 49, 41, 27, 55, 35, 52]",41.74,28,0
C00485,"[45, 54, 35, 28, 39, 38, 9, 12, 15, 21, 52, 35, 42, 33, 51, 19, 55, 23, 13, 44, 1, 51, 29, 24, 16, 25, 55, 23, 28, 47]",27.11,21,0
C00486,"[16, 43, 56, 38, 11, 3, 15, 1, 7, 1, 49, 32, 9, 29, 26, 23, 45, 43, 29, 52, 38, 33, 7, 12, 31, 32, 54, 20, 55, 51]",26.08,30,0
C00487,"[17, 36, 3, 1, 50, 27, 53, 47, 40, 33, 20, 14, 36, 5, 23, 45, 56, 15, 6, 33, 55, 19, 13, 29, 6, 15, 16, 24, 23, 48]",45.3,3,0
C00488,"[10, 54, 41, 41, 49, 17, 49, 56, 44, 45, 30, 44, 46, 10, 55, 19, 29, 2, 36, 19, 7, 26, 15, 47, 56, 38, 3, 38, 16, 2]",39.6,34,0
C00489,"[31, 28, 7, 30, 43, 58, 7, 36, 29, 24, 52, 39, 4, 29, 44, 5, 55, 29, 30, 29, 26, 19, 26, 37, 27, 30, 51, 53, 30, 3]",45.5,6,0
C00490,"[59, 58, 43, 7, 49, 57, 9, 53, 41, 42, 13, 15, 54, 5, 29, 35, 27, 27, 8, 32, 20, 10, 13, 29, 35, 54, 8, 29, 31, 41]",11.3,29,1
C00491,"[30, 22, 21, 12, 11, 2, 50, 41, 2, 34, 3, 16, 51, 4, 23, 57, 50, 20, 25, 30, 18, 42, 11, 29, 17, 26, 56, 57, 23, 56]",26.46,3,0
C00492,"[52, 48, 20, 45, 2, 24, 31, 27, 2, 57, 14, 4, 49, 13, 36, 35, 44, 54, 55, 8, 2, 6, 31, 54, 10, 44, 21, 42, 10, 23]",42.2,33,0
C00493,"[3, 32, 20, 10, 29, 41, 52, 51, 46, 34, 37, 20, 8, 7, 6, 11, 44, 18, 51, 42, 57, 29, 25, 21, 46, 3, 18, 24, 47, 38]",6.0,11,0
C00494,"[10, 27, 12, 7, 17, 1, 58, 50, 26, 15, 51, 33, 37, 47, 31, 35, 1, 8, 12, 59, 54, 57, 19, 25, 57, 32, 12, 13, 28, 1]",39.84,5,0
C00495,"[51, 6, 8, 4, 5, 25, 22, 28, 39, 23, 4, 52, 4, 47, 59, 21, 37, 56, 41, 2, 59, 7, 49, 16, 17, 20, 58, 23, 34, 11]",9.56,32,0
C00496,"[34, 33, 26, 2, 23, 41, 22, 58, 34, 15, 10, 15, 42, 29, 57, 23, 59, 17, 9, 50, 36, 9, 16, 36, 48, 51, 33, 55, 31, 6]",40.5,18,0
C00497,"[10, 16, 4, 54, 22, 13, 16, 52, 29, 6, 26, 11, 24, 29, 3, 52, 10, 1, 52, 43, 26, 58, 12, 14, 25, 8, 43, 4, 28, 7]",30.79,20,0
C00498,"[10, 51, 57, 58, 36, 2, 26, 53, 50, 14, 58, 16, 54, 43, 42, 17, 46, 22, 4, 19, 2, 39, 9, 19, 16, 54, 25, 48, 18, 23]",10.07,28,0
C00499,"[53, 21, 11, 39, 41, 4, 25, 32, 30, 45, 59, 26, 57, 36, 51, 34, 9, 12, 2, 38, 5, 5, 52, 22, 5, 59, 4, 9, 29, 22]",23.93,13,0
C00500,"[27, 10, 16, 42, 42, 51, 10, 6, 49, 5, 58, 6, 59, 56, 59, 47, 25, 59, 51, 50, 4, 40, 59, 48, 32, 56, 51, 52, 35, 10]",34.25,26,0
C00501,"[34, 36, 6, 43, 46, 16, 59, 53, 19, 34, 25, 31, 49, 41, 17, 47, 30, 39, 54, 55, 31, 19, 35, 29, 59, 1, 4, 28, 18, 26]",31.88,16,0
C00502,"[40, 19, 55, 55, 57, 6, 1, 8, 33, 51, 43, 21, 24, 25, 47, 55, 57, 43, 19, 29, 53, 10, 56, 12, 33, 56, 7, 17, 58, 10]",21.65,25,1
C00503,"[31, 6, 17, 50, 37, 18, 26, 49, 54, 16, 8, 24, 13, 29, 32, 24, 16, 11, 32, 6, 59, 35, 33, 18, 37, 13, 10, 37, 26, 46]",45.02,10,0
C00504,"[17, 1, 25, 34, 39, 10, 20, 7, 56, 16, 37, 29, 12, 17, 48, 20, 26, 48, 19, 58, 47, 12, 21, 42, 58, 54, 34, 7, 45, 35]",26.2,29,0
C00505,"[15, 1, 26, 35, 25, 42, 59, 59, 15, 22, 59, 6, 52, 15, 24, 21, 7, 57, 29, 32, 32, 53, 59, 5, 4, 22, 18, 35, 17, 50]",25.54,20,0
C00506,"[50, 56, 24, 2, 13, 54, 15, 5, 3, 37, 37, 37, 3, 35, 52, 23, 28, 30, 18, 58, 52, 36, 33, 26, 48, 40, 17, 40, 7, 57]",3.58,26,0
C00507,"[8, 53, 56, 31, 59, 58, 12, 48, 31, 44, 19, 10, 39, 12, 20, 37, 48, 41, 7, 52, 54, 58, 14, 11, 7, 29, 10, 29, 9, 36]",46.14,32,0
C00508,"[48, 10, 19, 56, 31, 17, 9, 45, 33, 34, 45, 24, 9, 7, 16, 19, 39, 6, 50, 51, 11, 12, 58, 42, 13, 12, 21, 10, 20, 50]",9.27,24,0
C00509,"[36, 28, 24, 5, 37, 12, 58, 35, 40, 54, 2, 50, 41, 45, 39, 42, 9, 22, 47, 5, 12, 1, 44, 22, 38, 51, 19, 16, 31, 51]",26.65,31,1
C00510,"[3, 23, 42, 59, 18, 26, 13, 58, 18, 3, 58, 23, 3, 55, 25, 27, 58, 44, 27, 52, 39, 25, 24, 8, 9, 46, 37, 30, 53, 19]",40.28,12,0
C00511,"[53, 16, 24, 44, 21, 36, 40, 39, 47, 6, 5, 14, 53, 45, 42, 50, 4, 8, 24, 11, 17, 50, 21, 57, 26, 43, 48, 44, 45, 27]",11.16,10,1
C00512,"[16, 55, 26, 53, 33, 31, 48, 47, 6, 44, 8, 7, 34, 44, 53, 14, 16, 43, 52, 9, 10, 17, 12, 6, 19, 43, 41, 53, 29, 6]",26.6,6,0
C00513,"[59, 25, 57, 24, 25, 16, 52, 16, 6, 37, 21, 4, 34, 28, 38, 41, 28, 17, 14, 7, 22, 51, 1, 29, 52, 31, 30, 57, 15, 18]",12.41,7,0
C00514,"[35, 50, 30, 34, 42, 11, 27, 24, 35, 39, 8, 51, 18, 13, 45, 24, 51, 23, 12, 49, 30, 31, 28, 22, 44, 28, 13, 25, 44, 51]",38.1,31,0
C00515,"[46, 7, 45, 6, 24, 19, 19, 36, 51, 9, 48, 59, 36, 38, 40, 59, 29, 24, 48, 5, 53, 54, 42, 55, 45, 26, 14, 39, 29, 52]",28.43,27,0
C00516,"[6, 7, 37, 53, 18, 23, 44, 38, 59, 1, 4, 51, 44, 47, 35, 23, 27, 26, 52, 8, 43, 16, 41, 3, 32, 5, 20, 14, 32, 26]",42.87,8,0
C00517,"[47, 6, 59, 58, 36, 40, 51, 59, 5, 13, 32, 16, 1, 13, 54, 11, 53, 8, 25, 40, 32, 24, 28, 14, 45, 3, 36, 27, 20, 47]",44.78,3,1
C00518,"[15, 27, 53, 45, 41, 28, 25, 42, 44, 46, 33, 46, 14, 8, 48, 14, 1, 16, 18, 7, 15, 24, 49, 51, 55, 13, 9, 56, 56, 15]",32.61,21,1
C00519,"[57, 58, 35, 24, 33, 16, 8, 29, 23, 45, 31, 40, 49, 54, 55, 14, 59, 53, 30, 53, 39, 27, 47, 16, 51, 6, 55, 33, 44, 18]",36.41,1,1
C00520,"[16, 12, 20, 45, 40, 59, 29, 30, 26, 22, 33, 58, 53, 39, 47, 29, 22, 45, 13, 9, 24, 15, 36, 13, 27, 44, 37, 7, 8, 37]",27.69,15,0
C00521,"[41, 14, 58, 12, 36, 52, 40, 17, 40, 53, 29, 27, 1, 52, 34, 4, 24, 21, 33, 7, 1, 41, 3, 44, 51, 15, 31, 54, 16, 10]",19.53,7,1
C00522,"[54, 29, 59, 59, 6, 29, 17, 53, 22, 24, 17, 21, 51, 50, 11, 56, 7, 42, 39, 5, 44, 48, 57, 21, 18, 35, 20, 15, 5, 13]",32.58,15,0
C00523,"[51, 12, 55, 21, 37, 6, 7, 26, 42, 48, 8, 9, 27, 4, 21, 31, 21, 40, 25, 39, 15, 53, 35, 49, 43, 41, 37, 57, 42, 47]",45.46,25,1
C00524,"[28, 14, 4, 53, 20, 34, 12, 33, 24, 20, 5, 38, 30, 24, 43, 40, 7, 36, 38, 16, 52, 15, 46, 23, 12, 29, 44, 48, 15, 29]",21.13,3,0
C00525,"[45, 43, 49, 21, 15, 14, 42, 44, 16, 15, 42, 4, 27, 23, 29, 41, 53, 52, 9, 53, 57, 56, 52, 43, 43, 7, 53, 42, 4, 5]",16.06,30,0
C00526,"[5, 11, 41, 28, 16, 41, 54, 30, 4, 2, 46, 3, 50, 21, 6, 43, 53, 18, 44, 5, 9, 20, 28, 26, 18, 19, 3, 9, 36, 31]",19.73,14,1
C00527,"[49, 17, 55, 23, 34, 41, 41, 5, 15, 47, 3, 19, 28, 3, 38, 4, 24, 31, 45, 59, 45, 59, 11, 37, 1, 9, 17, 54, 1, 3]",22.05,4,1
C00528,"[47, 26, 53, 31, 26, 23, 30, 10, 8, 44, 25, 22, 15, 59, 41, 56, 57, 10, 20, 41, 47, 23, 53, 53, 1, 2, 58, 19, 14, 8]",4.14,3,0
C00529,"[38, 12, 26, 27, 29, 15, 46, 53, 1, 43, 28, 57, 3, 51, 18, 52, 34, 32, 29, 25, 26, 39, 8, 19, 54, 47, 42, 22, 29, 33]",25.17,5,0
C00530,"[38, 45, 46, 35, 43, 3, 19, 10, 27, 15, 11, 47, 26, 59, 24, 13, 32, 37, 4, 13, 9, 57, 49, 34, 56, 37, 48, 7, 1, 58]",24.97,25,0
C00531,"[12, 21, 11, 44, 51, 58, 44, 44, 14, 34, 34, 25, 4, 52, 55, 26, 16, 10, 45, 2, 35, 19, 6, 19, 59, 53, 52, 51, 8, 14]",29.63,31,0
C00532,"[10, 3, 38, 29, 15, 23, 23, 18, 46, 19, 28, 26, 10, 47, 4, 55, 2, 3, 7, 55, 16, 31, 10, 19, 28, 17, 28, 19, 37, 23]",18.46,11,0
C00533,"[20, 13, 13, 43, 11, 48, 15, 17, 54, 50, 28, 19, 4, 22, 22, 55, 37, 39, 34, 33, 44, 42, 40, 33, 12, 2, 59, 28, 10, 22]",30.85,8,0
C00534,"[17, 26, 3, 7, 44, 8, 20, 12, 35, 17, 28, 41, 10, 22, 38, 57, 33, 22, 44, 37, 13, 27, 15, 22, 30, 43, 40, 37, 34, 44]",43.97,26,0
C00535,"[34, 58, 48, 53, 35, 42, 19, 8, 39, 33, 44, 28, 37, 48, 25, 36, 17, 24, 21, 2, 31, 44, 33, 30, 12, 44, 12, 51, 57, 49]",47.8,2,0
